combo_id,n_trades,gross_sharpe,mean_gross,std_gross,win_rate,entry_timing_offset,fill_slippage_ticks,cooldown_after_exit_bars
76,161,-0.27069989955412477,-124.13079677137691,2414.798133008267,0.4409937888198758,0,1,3
310,138,-0.27542932613052906,-284.7137402707122,5039.810828110534,0.17391304347826086,2,2,0
132,928,-0.27901334871171785,-25.449528166779096,1153.2014678023231,0.46228448275862066,0,1,0
1131,347,-0.2798555214067092,-120.13821722172902,3318.8565820106983,0.14697406340057637,1,0,0
1083,226,-0.2827696898003032,-177.38451903937172,3913.9342337714893,0.25663716814159293,1,2,10
457,56,-0.2842400884191058,-337.7405105815557,3690.3561778397725,0.25,2,1,10
790,516,-0.28955738442116136,-91.09884444301854,2966.0571784722024,0.3798449612403101,2,1,3
640,124,-0.2903753915466171,-192.10262391155013,3057.459943951125,0.3467741935483871,0,0,10
1013,101,-0.291196533385307,-196.0767061083142,2808.5162040713803,0.38613861386138615,1,2,3
418,203,-0.2934648577506415,-117.24400433731762,2362.4303024101578,0.4630541871921182,2,2,0
834,151,-0.29657744745437625,-225.12345480456472,3871.2172162744664,0.09933774834437085,2,2,10
691,423,-0.2972859796295901,-111.45876946076375,3200.268706407712,0.14184397163120568,0,2,10
1266,235,-0.30137485203832187,-123.06673466339379,2598.029293308368,0.3148936170212766,1,2,0
536,283,-0.3053573214712824,-151.10730598414847,3454.989947726828,0.14487632508833923,0,1,0
1134,129,-0.30693764241878724,-160.19485707767376,2460.196047500111,0.4108527131782946,0,0,0
50,396,-0.30704457834844234,-106.23489539552324,2857.523425230673,0.4166666666666667,1,1,0
141,337,-0.31007546953850257,-123.37761438008623,3031.5194144792354,0.20771513353115728,0,2,10
1028,56,-0.3114092504621799,-258.86599166539133,2581.7485888301435,0.2857142857142857,0,0,0
338,257,-0.31286893471632915,-161.80335135535333,3440.8685032608582,0.11673151750972763,2,1,10
717,469,-0.31676891055951684,-84.42060223006614,2395.34879408685,0.47334754797441364,2,2,3
63,239,-0.31810364158030524,-203.45066207716133,4103.607945955463,0.25523012552301255,2,0,0
1337,192,-0.32145911596126586,-154.47268925244882,2763.4589686532204,0.24479166666666666,1,1,10
1263,233,-0.32234685419102244,-85.58912870116957,1682.0913383522334,0.41630901287553645,0,0,10
1197,137,-0.32659342360917576,-178.49184211240473,2654.8969270352104,0.4233576642335766,0,2,0
1271,109,-0.32889584769363295,-253.8854394696045,3344.791861586706,0.12844036697247707,2,0,0
886,188,-0.3301014839102529,-189.44429569996518,3265.798805609198,0.28191489361702127,2,2,10
